dataset	relpath	url	bytes	md5	drop
reads_2022	SRR32696706/SRR32696706_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR326/006/SRR32696706/SRR32696706_2.fastq.gz	7121277644	d9be419b42f255fbe70458ebc8b88123	1
reads_2022	SRR32696707/SRR32696707_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR326/007/SRR32696707/SRR32696707_1.fastq.gz	6084052570	9ea858daeb9d04af7dac76636604f50b	1
reads_2022	SRR32696707/SRR32696707_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR326/007/SRR32696707/SRR32696707_2.fastq.gz	6323804454	b0cd6b35d1bf272bee918c16698ce147	1
reads_2022	SRR32696708/SRR32696708_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR326/008/SRR32696708/SRR32696708_1.fastq.gz	4787199074	be56b22252d0b444fafc346574313fc6	1
reads_2022	SRR32696708/SRR32696708_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR326/008/SRR32696708/SRR32696708_2.fastq.gz	5037796262	86d3fd420e5f74d74315b4dbd12d8302	1
reads_2022	SRR32696709/SRR32696709_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR326/009/SRR32696709/SRR32696709_1.fastq.gz	5189944647	d7fa3d1be5071d450b284320bf21b378	1
reads_2022	SRR32696709/SRR32696709_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR326/009/SRR32696709/SRR32696709_2.fastq.gz	5437884902	c646407e09c867a7986d2f0e26903313	1
reads_2022	SRR32696710/SRR32696710_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR326/010/SRR32696710/SRR32696710_1.fastq.gz	4643833046	629618e528f06e7b0cf41498229c2da6	1
reads_2022	SRR32696710/SRR32696710_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR326/010/SRR32696710/SRR32696710_2.fastq.gz	4851046002	e3855a86cb8ca8818a1ae7ae6c57e00c	1
reads_2022	SRR32696711/SRR32696711_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR326/011/SRR32696711/SRR32696711_1.fastq.gz	5833871365	05b02bb990d5350fbb0f0ec0191b2d53	1
reads_2022	SRR32696711/SRR32696711_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR326/011/SRR32696711/SRR32696711_2.fastq.gz	6033108780	2f8fd04bb19a4ece7285e98cfd1736f9	1
reads_2022	SRR32696712/SRR32696712_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR326/012/SRR32696712/SRR32696712_1.fastq.gz	5524794666	38ceac096fd4cd98a19d65bca83929b9	1
reads_2022	SRR32696712/SRR32696712_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR326/012/SRR32696712/SRR32696712_2.fastq.gz	5777438576	860f920bd1181f2ca85cc1981abce762	1
reads_2022	SRR32696713/SRR32696713_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR326/013/SRR32696713/SRR32696713_1.fastq.gz	6119884554	84ac70f47c88ee8f26beca66dd5de3a0	1
reads_2022	SRR32696713/SRR32696713_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR326/013/SRR32696713/SRR32696713_2.fastq.gz	6385170394	bb10d606900ef90f7b90757656d30517	1
reads_2022	SRR32696714/SRR32696714_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR326/014/SRR32696714/SRR32696714_1.fastq.gz	5565834319	421a5776cfd37eb1881a05224f3cc19f	1
reads_2022	SRR32696714/SRR32696714_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR326/014/SRR32696714/SRR32696714_2.fastq.gz	5720680783	5da2b008ebf387384c2db9504ae48fc8	1
reads_2022	SRR32696715/SRR32696715_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR326/015/SRR32696715/SRR32696715_1.fastq.gz	4946005532	789469dcaea1c1ebdc0cc60d7a09e782	1
reads_2022	SRR32696715/SRR32696715_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR326/015/SRR32696715/SRR32696715_2.fastq.gz	5222705404	d242464c8a2b0bf771c06c3faca0846d	1
reads_2022	SRR32696716/SRR32696716_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR326/016/SRR32696716/SRR32696716_1.fastq.gz	5229675384	68a9747abda2d58a481d26c6530e7212	1
reads_2022	SRR32696716/SRR32696716_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR326/016/SRR32696716/SRR32696716_2.fastq.gz	5453533095	14e7ff719ba6a3fabc2a9d7cdacbc3c4	1
zenodo_17897233	Co-occurences.zip	https://zenodo.org/api/records/17897233/files/Co-occurences.zip/content	38374515	b73071f7f4ec77fd5702c10cfd42b1aa	0
zenodo_17897233	Filtered_dereplicated_genomes_part1.zip	https://zenodo.org/api/records/17897233/files/Filtered_dereplicated_genomes_part1.zip/content	192004318	2aa56630c8fdb2c3b67e271f4d65af44	0
zenodo_17897233	Filtered_dereplicated_genomes_part2.zip	https://zenodo.org/api/records/17897233/files/Filtered_dereplicated_genomes_part2.zip/content	183096822	3286ea7b8d37da4687c2a455ea292ca7	0
zenodo_17897233	Filtered_dereplicated_genomes_part3.zip	https://zenodo.org/api/records/17897233/files/Filtered_dereplicated_genomes_part3.zip/content	231289881	c6c176b344f2e775f04494410ed0046b	0
zenodo_17897233	Groundwater-votu-5k.fasta.zip	https://zenodo.org/api/records/17897233/files/Groundwater-votu-5k.fasta.zip/content	919114257	356116ba607797ca53406b389c82813b	0
zenodo_17897233	Groundwater_AMG.faa.zip	https://zenodo.org/api/records/17897233/files/Groundwater_AMG.faa.zip/content	788528	a89f6546deaeb434da1ddd7a5202dcf9	0
zenodo_17897233	Groundwater_AMG_representatives.faa.zip	https://zenodo.org/api/records/17897233/files/Groundwater_AMG_representatives.faa.zip/content	95467	503a5340d5daf7d42e9afab77501cb4f	0
zenodo_17897233	MAGs_annotation.zip	https://zenodo.org/api/records/17897233/files/MAGs_annotation.zip/content	263609720	f7a531a415cd4cdaa5908a03efb611ed	0
zenodo_17897233	MAGs_spacers.fasta.zip	https://zenodo.org/api/records/17897233/files/MAGs_spacers.fasta.zip/content	45133	c4805c29fcf8c56a7dfd5f21bd66da17	0
zenodo_17897233	README.txt	https://zenodo.org/api/records/17897233/files/README.txt/content	1284	6df6c3ffaba8cbe16e53735552e73ba7	0
zenodo_17897233	Virus.spacers.zip	https://zenodo.org/api/records/17897233/files/Virus.spacers.zip/content	73747	0e4d9eef9771feaaf05a5eab9bd4f6b1	0
zenodo_17897233	Virus_annotation.xlsx.zip	https://zenodo.org/api/records/17897233/files/Virus_annotation.xlsx.zip/content	264921969	6e1deb5b894847210afa03da0549ed95	0
