metric	condition	nn_quantile	nn_threshold	floor	n_adjudicable	n_fired	n_correct	precision	recall	f1	coverage	mnxr_macro_precision	mnxr_macro_recall	mnxr_macro_f1	mnxr_mean_pred_size
zscore	self	0.05	0.3944	0.1	1288	1212	915	0.755	0.7104	0.732	0.941	0.5796	0.2505	0.3498	2.751
zscore	self	0.05	0.3944	0.15	1288	1200	864	0.72	0.6708	0.6945	0.9317	0.5876	0.235	0.3358	2.108
zscore	self	0.05	0.3944	0.2	1288	1166	830	0.7118	0.6444	0.6764	0.9053	0.6171	0.2265	0.3314	1.749
zscore	self	0.05	0.3944	0.25	1288	1132	798	0.7049	0.6196	0.6595	0.8789	0.6311	0.2163	0.3222	1.581
zscore	self	0.05	0.3944	0.3	1288	1087	772	0.7102	0.5994	0.6501	0.8439	0.6537	0.2099	0.3178	1.446
zscore	self	0.05	0.3944	0.35	1288	1046	756	0.7228	0.587	0.6478	0.8121	0.6787	0.2059	0.3159	1.389
zscore	self	0.05	0.3944	0.4	1288	997	742	0.7442	0.5761	0.6495	0.7741	0.703	0.2015	0.3132	1.353
zscore	self	0.05	0.3944	0.45	1288	961	722	0.7513	0.5606	0.6421	0.7461	0.72	0.1942	0.3059	1.324
zscore	self	0.05	0.3944	0.5	1288	914	701	0.767	0.5443	0.6367	0.7096	0.7393	0.1862	0.2975	1.316
zscore	self	0.05	0.3944	0.55	1288	877	686	0.7822	0.5326	0.6337	0.6809	0.7568	0.1831	0.2948	1.295
zscore	self	0.05	0.3944	0.6	1288	825	668	0.8097	0.5186	0.6323	0.6405	0.7867	0.1802	0.2932	1.295
zscore	self	0.05	0.3944	0.65	1288	794	652	0.8212	0.5062	0.6263	0.6165	0.7977	0.176	0.2884	1.297
zscore	self	0.05	0.3944	0.7	1288	745	632	0.8483	0.4907	0.6217	0.5784	0.8252	0.1701	0.2821	1.281
zscore	self	0.05	0.3944	0.75	1288	711	618	0.8692	0.4798	0.6183	0.552	0.8486	0.1667	0.2786	1.281
zscore	self	0.05	0.3944	0.8	1288	672	603	0.8973	0.4682	0.6153	0.5217	0.8781	0.163	0.275	1.275
zscore	self	0.05	0.3944	0.85	1288	652	593	0.9095	0.4604	0.6113	0.5062	0.8938	0.1596	0.2708	1.241
zscore	self	0.05	0.3944	0.9	1288	615	572	0.9301	0.4441	0.6012	0.4775	0.9148	0.1545	0.2643	1.245
zscore	self	0.1	0.5005	0.0	1288	1158	1023	0.8834	0.7943	0.8365	0.8991	0.5354	0.2893	0.3757	7.182
zscore	self	0.1	0.5005	0.05	1288	1157	976	0.8436	0.7578	0.7984	0.8983	0.5799	0.27	0.3684	4.099
zscore	self	0.1	0.5005	0.1	1288	1151	913	0.7932	0.7089	0.7487	0.8936	0.6112	0.25	0.3549	2.71
zscore	self	0.1	0.5005	0.15	1288	1139	863	0.7577	0.67	0.7112	0.8843	0.6199	0.2346	0.3404	2.09
zscore	self	0.1	0.5005	0.2	1288	1107	829	0.7489	0.6436	0.6923	0.8595	0.651	0.2261	0.3356	1.721
zscore	self	0.1	0.5005	0.25	1288	1077	797	0.74	0.6188	0.674	0.8362	0.6643	0.2159	0.3259	1.56
zscore	self	0.1	0.5005	0.3	1288	1039	771	0.7421	0.5986	0.6627	0.8067	0.6862	0.2095	0.321	1.423
zscore	self	0.1	0.5005	0.35	1288	1000	755	0.755	0.5862	0.66	0.7764	0.7124	0.2055	0.319	1.378
zscore	self	0.1	0.5005	0.4	1288	953	741	0.7775	0.5753	0.6613	0.7399	0.7383	0.2011	0.3161	1.344
zscore	self	0.1	0.5005	0.45	1288	923	721	0.7811	0.5598	0.6522	0.7166	0.7521	0.1938	0.3082	1.325
zscore	self	0.1	0.5005	0.5	1288	879	700	0.7964	0.5435	0.6461	0.6825	0.7706	0.1858	0.2995	1.318
zscore	self	0.1	0.5005	0.55	1288	844	685	0.8116	0.5318	0.6426	0.6553	0.7885	0.1827	0.2967	1.297
zscore	self	0.1	0.5005	0.6	1288	797	668	0.8381	0.5186	0.6408	0.6188	0.8171	0.1802	0.2953	1.302
zscore	self	0.1	0.5005	0.65	1288	767	652	0.8501	0.5062	0.6345	0.5955	0.8287	0.176	0.2903	1.303
zscore	self	0.1	0.5005	0.7	1288	721	632	0.8766	0.4907	0.6292	0.5598	0.856	0.1701	0.2838	1.286
zscore	self	0.1	0.5005	0.75	1288	695	618	0.8892	0.4798	0.6233	0.5396	0.8717	0.1667	0.2799	1.284
zscore	self	0.1	0.5005	0.8	1288	660	603	0.9136	0.4682	0.6191	0.5124	0.8967	0.163	0.2759	1.276
zscore	self	0.1	0.5005	0.85	1288	641	593	0.9251	0.4604	0.6148	0.4977	0.9104	0.1596	0.2716	1.244
zscore	self	0.1	0.5005	0.9	1288	605	572	0.9455	0.4441	0.6043	0.4697	0.9298	0.1545	0.2649	1.247
zscore	self	0.15	0.5978	0.0	1288	1093	1014	0.9277	0.7873	0.8517	0.8486	0.5658	0.2847	0.3788	6.933
zscore	self	0.15	0.5978	0.05	1288	1092	971	0.8892	0.7539	0.816	0.8478	0.6126	0.2671	0.372	4.038
zscore	self	0.15	0.5978	0.1	1288	1086	909	0.837	0.7057	0.7658	0.8432	0.6459	0.2482	0.3586	2.679
zscore	self	0.15	0.5978	0.15	1288	1077	860	0.7985	0.6677	0.7273	0.8362	0.6547	0.2335	0.3443	2.089
zscore	self	0.15	0.5978	0.2	1288	1050	826	0.7867	0.6413	0.7066	0.8152	0.6848	0.225	0.3387	1.728
zscore	self	0.15	0.5978	0.25	1288	1023	794	0.7761	0.6165	0.6871	0.7943	0.6977	0.2149	0.3286	1.566
zscore	self	0.15	0.5978	0.3	1288	990	768	0.7758	0.5963	0.6743	0.7686	0.7185	0.2084	0.3231	1.429
zscore	self	0.15	0.5978	0.35	1288	955	752	0.7874	0.5839	0.6705	0.7415	0.7443	0.2044	0.3207	1.381
zscore	self	0.15	0.5978	0.4	1288	915	738	0.8066	0.573	0.67	0.7104	0.7673	0.2	0.3173	1.343
zscore	self	0.15	0.5978	0.45	1288	885	718	0.8113	0.5575	0.6608	0.6871	0.7822	0.1927	0.3092	1.325
zscore	self	0.15	0.5978	0.5	1288	843	697	0.8268	0.5411	0.6542	0.6545	0.8012	0.1848	0.3003	1.318
zscore	self	0.15	0.5978	0.55	1288	812	683	0.8411	0.5303	0.6505	0.6304	0.8184	0.1824	0.2983	1.298
zscore	self	0.15	0.5978	0.6	1288	768	666	0.8672	0.5171	0.6479	0.5963	0.8469	0.1799	0.2967	1.302
zscore	self	0.15	0.5978	0.65	1288	740	650	0.8784	0.5047	0.641	0.5745	0.8579	0.1757	0.2916	1.305
zscore	self	0.15	0.5978	0.7	1288	696	630	0.9052	0.4891	0.6351	0.5404	0.8857	0.1698	0.285	1.286
zscore	self	0.15	0.5978	0.75	1288	672	616	0.9167	0.4783	0.6286	0.5217	0.8992	0.1664	0.2808	1.286
zscore	self	0.15	0.5978	0.8	1288	639	601	0.9405	0.4666	0.6238	0.4961	0.9229	0.1627	0.2766	1.279
zscore	self	0.15	0.5978	0.85	1288	622	591	0.9502	0.4589	0.6188	0.4829	0.935	0.1593	0.2722	1.245
zscore	self	0.15	0.5978	0.9	1288	590	572	0.9695	0.4441	0.6092	0.4581	0.9534	0.1545	0.2658	1.25
zscore	self	0.2	0.719	0.0	1288	1029	985	0.9572	0.7648	0.8502	0.7989	0.5925	0.2767	0.3772	6.36
zscore	self	0.2	0.719	0.05	1288	1028	950	0.9241	0.7376	0.8204	0.7981	0.6419	0.2621	0.3722	3.771
zscore	self	0.2	0.719	0.1	1288	1022	891	0.8718	0.6918	0.7714	0.7935	0.6772	0.2443	0.359	2.546
zscore	self	0.2	0.719	0.15	1288	1015	844	0.8315	0.6553	0.733	0.788	0.6862	0.2301	0.3446	2.05
zscore	self	0.2	0.719	0.2	1288	997	815	0.8175	0.6328	0.7133	0.7741	0.7133	0.2218	0.3384	1.714
zscore	self	0.2	0.719	0.25	1288	977	784	0.8025	0.6087	0.6923	0.7585	0.7229	0.2124	0.3284	1.559
zscore	self	0.2	0.719	0.3	1288	946	759	0.8023	0.5893	0.6795	0.7345	0.7443	0.2061	0.3228	1.43
zscore	self	0.2	0.719	0.35	1288	916	743	0.8111	0.5769	0.6742	0.7112	0.7682	0.2021	0.32	1.384
zscore	self	0.2	0.719	0.4	1288	881	729	0.8275	0.566	0.6722	0.684	0.7889	0.1977	0.3162	1.342
