metric	condition	nn_quantile	nn_threshold	floor	n_adjudicable	n_fired	n_correct	precision	recall	f1	coverage	mnxr_macro_precision	mnxr_macro_recall	mnxr_macro_f1	mnxr_mean_pred_size
whiten	self	0.85	1.0	0.35	1288	307	292	0.9511	0.2267	0.3661	0.2384	0.9199	0.0783	0.1444	1.338
whiten	self	0.85	1.0	0.4	1288	300	288	0.96	0.2236	0.3627	0.2329	0.9406	0.0772	0.1427	1.32
whiten	self	0.85	1.0	0.45	1288	296	285	0.9628	0.2213	0.3598	0.2298	0.9465	0.0761	0.1408	1.314
whiten	self	0.85	1.0	0.5	1288	291	281	0.9656	0.2182	0.3559	0.2259	0.949	0.0752	0.1394	1.316
whiten	self	0.85	1.0	0.55	1288	287	279	0.9721	0.2166	0.3543	0.2228	0.9553	0.0751	0.1392	1.321
whiten	self	0.85	1.0	0.6	1288	279	273	0.9785	0.212	0.3484	0.2166	0.963	0.0741	0.1377	1.319
whiten	self	0.85	1.0	0.65	1288	273	269	0.9853	0.2089	0.3447	0.212	0.9695	0.0727	0.1353	1.308
whiten	self	0.85	1.0	0.7	1288	268	265	0.9888	0.2057	0.3406	0.2081	0.9726	0.071	0.1324	1.299
whiten	self	0.85	1.0	0.75	1288	261	260	0.9962	0.2019	0.3357	0.2026	0.9815	0.0698	0.1304	1.291
whiten	self	0.85	1.0	0.8	1288	258	257	0.9961	0.1995	0.3325	0.2003	0.9813	0.0688	0.1285	1.283
whiten	self	0.85	1.0	0.85	1288	256	256	1.0	0.1988	0.3316	0.1988	0.985	0.0687	0.1285	1.285
whiten	self	0.85	1.0	0.9	1288	254	254	1.0	0.1972	0.3294	0.1972	0.9849	0.0672	0.1258	1.287
whiten	self	0.9	1.0	0.0	1288	185	185	1.0	0.1436	0.2512	0.1436	0.7351	0.0497	0.0932	5.524
whiten	self	0.9	1.0	0.05	1288	185	183	0.9892	0.1421	0.2485	0.1436	0.7738	0.0484	0.0911	3.33
whiten	self	0.9	1.0	0.1	1288	185	180	0.973	0.1398	0.2444	0.1436	0.8088	0.0468	0.0885	2.178
whiten	self	0.9	1.0	0.15	1288	184	176	0.9565	0.1366	0.2391	0.1429	0.8206	0.0459	0.0869	1.811
whiten	self	0.9	1.0	0.2	1288	179	171	0.9553	0.1328	0.2331	0.139	0.8549	0.0448	0.0852	1.55
whiten	self	0.9	1.0	0.25	1288	177	165	0.9322	0.1281	0.2253	0.1374	0.853	0.0424	0.0808	1.466
whiten	self	0.9	1.0	0.3	1288	171	162	0.9474	0.1258	0.2221	0.1328	0.8934	0.0421	0.0804	1.36
whiten	self	0.9	1.0	0.35	1288	166	157	0.9458	0.1219	0.216	0.1289	0.8962	0.0402	0.0769	1.353
whiten	self	0.9	1.0	0.4	1288	161	153	0.9503	0.1188	0.2112	0.125	0.9224	0.0391	0.075	1.323
whiten	self	0.9	1.0	0.45	1288	158	151	0.9557	0.1172	0.2089	0.1227	0.9335	0.0381	0.0733	1.31
whiten	self	0.9	1.0	0.5	1288	153	147	0.9608	0.1141	0.204	0.1188	0.9379	0.0374	0.0719	1.32
whiten	self	0.9	1.0	0.55	1288	151	146	0.9669	0.1134	0.2029	0.1172	0.9437	0.0373	0.0717	1.325
whiten	self	0.9	1.0	0.6	1288	147	143	0.9728	0.111	0.1993	0.1141	0.9524	0.0369	0.071	1.32
whiten	self	0.9	1.0	0.65	1288	145	142	0.9793	0.1102	0.1982	0.1126	0.9586	0.0364	0.0701	1.303
whiten	self	0.9	1.0	0.7	1288	144	141	0.9792	0.1095	0.1969	0.1118	0.9583	0.0361	0.0696	1.292
whiten	self	0.9	1.0	0.75	1288	139	138	0.9928	0.1071	0.1934	0.1079	0.9712	0.0354	0.0684	1.295
whiten	self	0.9	1.0	0.8	1288	138	137	0.9928	0.1064	0.1921	0.1071	0.971	0.035	0.0677	1.297
whiten	self	0.9	1.0	0.85	1288	136	136	1.0	0.1056	0.191	0.1056	0.9779	0.035	0.0676	1.301
whiten	self	0.9	1.0	0.9	1288	136	136	1.0	0.1056	0.191	0.1056	0.9779	0.035	0.0676	1.301
whiten	self	0.95	1.0	0.0	1288	100	100	1.0	0.0776	0.1441	0.0776	0.7717	0.0281	0.0542	5.29
whiten	self	0.95	1.0	0.05	1288	100	98	0.98	0.0761	0.1412	0.0776	0.8012	0.0272	0.0527	3.24
whiten	self	0.95	1.0	0.1	1288	100	96	0.96	0.0745	0.1383	0.0776	0.8236	0.0259	0.0502	2.26
whiten	self	0.95	1.0	0.15	1288	100	94	0.94	0.073	0.1354	0.0776	0.8308	0.025	0.0486	1.82
whiten	self	0.95	1.0	0.2	1288	100	93	0.93	0.0722	0.134	0.0776	0.834	0.0249	0.0484	1.63
whiten	self	0.95	1.0	0.25	1288	100	90	0.9	0.0699	0.1297	0.0776	0.8283	0.0239	0.0465	1.53
whiten	self	0.95	1.0	0.3	1288	96	89	0.9271	0.0691	0.1286	0.0745	0.8663	0.0237	0.0461	1.458
whiten	self	0.95	1.0	0.35	1288	95	88	0.9263	0.0683	0.1273	0.0738	0.8702	0.0233	0.0454	1.442
whiten	self	0.95	1.0	0.4	1288	92	86	0.9348	0.0668	0.1246	0.0714	0.8949	0.0231	0.045	1.413
whiten	self	0.95	1.0	0.45	1288	90	85	0.9444	0.066	0.1234	0.0699	0.9148	0.0225	0.0439	1.389
whiten	self	0.95	1.0	0.5	1288	85	81	0.9529	0.0629	0.118	0.066	0.9216	0.0217	0.0425	1.412
whiten	self	0.95	1.0	0.55	1288	83	80	0.9639	0.0621	0.1167	0.0644	0.9317	0.0216	0.0422	1.422
whiten	self	0.95	1.0	0.6	1288	81	78	0.963	0.0606	0.114	0.0629	0.9362	0.0214	0.0418	1.407
