metric	condition	nn_quantile	nn_threshold	floor	n_adjudicable	n_fired	n_correct	precision	recall	f1	coverage	mnxr_macro_precision	mnxr_macro_recall	mnxr_macro_f1	mnxr_mean_pred_size
cosine	self	0.1	0.635	0.55	1288	831	684	0.8231	0.5311	0.6456	0.6452	0.7986	0.1832	0.2981	1.3
cosine	self	0.1	0.635	0.6	1288	798	666	0.8346	0.5171	0.6385	0.6196	0.8135	0.1797	0.2943	1.297
cosine	self	0.1	0.635	0.65	1288	761	650	0.8541	0.5047	0.6345	0.5908	0.8326	0.175	0.2892	1.3
cosine	self	0.1	0.635	0.7	1288	715	629	0.8797	0.4884	0.6281	0.5551	0.8578	0.1696	0.2832	1.286
cosine	self	0.1	0.635	0.75	1288	689	617	0.8955	0.479	0.6242	0.5349	0.8766	0.1666	0.28	1.285
cosine	self	0.1	0.635	0.8	1288	657	603	0.9178	0.4682	0.6201	0.5101	0.8994	0.1626	0.2755	1.276
cosine	self	0.1	0.635	0.85	1288	633	589	0.9305	0.4573	0.6132	0.4915	0.9156	0.1588	0.2707	1.244
cosine	self	0.1	0.635	0.9	1288	596	566	0.9497	0.4394	0.6008	0.4627	0.9338	0.1536	0.2638	1.247
cosine	self	0.15	0.7104	0.0	1288	1093	1016	0.9296	0.7888	0.8534	0.8486	0.5646	0.2846	0.3785	6.883
cosine	self	0.15	0.7104	0.05	1288	1093	974	0.8911	0.7562	0.8181	0.8486	0.6121	0.267	0.3718	3.996
cosine	self	0.15	0.7104	0.1	1288	1088	908	0.8346	0.705	0.7643	0.8447	0.6455	0.2486	0.3589	2.597
cosine	self	0.15	0.7104	0.15	1288	1076	857	0.7965	0.6654	0.725	0.8354	0.6563	0.2322	0.3431	2.044
cosine	self	0.15	0.7104	0.2	1288	1053	825	0.7835	0.6405	0.7048	0.8175	0.6831	0.2238	0.3371	1.702
cosine	self	0.15	0.7104	0.25	1288	1021	789	0.7728	0.6126	0.6834	0.7927	0.6942	0.212	0.3249	1.542
cosine	self	0.15	0.7104	0.3	1288	985	766	0.7777	0.5947	0.674	0.7648	0.7195	0.2069	0.3213	1.439
cosine	self	0.15	0.7104	0.35	1288	954	752	0.7883	0.5839	0.6708	0.7407	0.7476	0.2042	0.3208	1.359
cosine	self	0.15	0.7104	0.4	1288	915	737	0.8055	0.5722	0.6691	0.7104	0.7681	0.1995	0.3167	1.34
cosine	self	0.15	0.7104	0.45	1288	885	715	0.8079	0.5551	0.6581	0.6871	0.7806	0.1906	0.3064	1.305
cosine	self	0.15	0.7104	0.5	1288	837	697	0.8327	0.5411	0.656	0.6498	0.8078	0.1849	0.3009	1.305
cosine	self	0.15	0.7104	0.55	1288	800	682	0.8525	0.5295	0.6533	0.6211	0.8293	0.1823	0.2989	1.295
cosine	self	0.15	0.7104	0.6	1288	769	665	0.8648	0.5163	0.6466	0.597	0.8455	0.1795	0.2961	1.292
cosine	self	0.15	0.7104	0.65	1288	740	649	0.877	0.5039	0.64	0.5745	0.8576	0.1748	0.2904	1.296
cosine	self	0.15	0.7104	0.7	1288	695	628	0.9036	0.4876	0.6334	0.5396	0.8841	0.1694	0.2843	1.287
cosine	self	0.15	0.7104	0.75	1288	672	616	0.9167	0.4783	0.6286	0.5217	0.8992	0.1664	0.2809	1.285
cosine	self	0.15	0.7104	0.8	1288	640	602	0.9406	0.4674	0.6245	0.4969	0.923	0.1624	0.2763	1.277
cosine	self	0.15	0.7104	0.85	1288	618	588	0.9515	0.4565	0.617	0.4798	0.9362	0.1587	0.2713	1.247
cosine	self	0.15	0.7104	0.9	1288	584	566	0.9692	0.4394	0.6047	0.4534	0.9529	0.1536	0.2645	1.249
cosine	self	0.2	0.8019	0.0	1288	1029	983	0.9553	0.7632	0.8485	0.7989	0.5921	0.2765	0.377	6.288
cosine	self	0.2	0.8019	0.05	1288	1029	950	0.9232	0.7376	0.82	0.7989	0.6414	0.2615	0.3716	3.717
cosine	self	0.2	0.8019	0.1	1288	1024	887	0.8662	0.6887	0.7673	0.795	0.6764	0.2435	0.3581	2.454
cosine	self	0.2	0.8019	0.15	1288	1015	841	0.8286	0.653	0.7304	0.788	0.6876	0.2284	0.3429	1.993
cosine	self	0.2	0.8019	0.2	1288	1000	812	0.812	0.6304	0.7098	0.7764	0.7127	0.2208	0.3371	1.688
cosine	self	0.2	0.8019	0.25	1288	971	779	0.8023	0.6048	0.6897	0.7539	0.7235	0.21	0.3256	1.535
cosine	self	0.2	0.8019	0.3	1288	942	757	0.8036	0.5877	0.6789	0.7314	0.7461	0.205	0.3216	1.436
cosine	self	0.2	0.8019	0.35	1288	914	743	0.8129	0.5769	0.6748	0.7096	0.7732	0.2023	0.3207	1.356
cosine	self	0.2	0.8019	0.4	1288	884	728	0.8235	0.5652	0.6703	0.6863	0.7878	0.1976	0.316	1.336
cosine	self	0.2	0.8019	0.45	1288	855	706	0.8257	0.5481	0.6589	0.6638	0.8006	0.1887	0.3055	1.299
cosine	self	0.2	0.8019	0.5	1288	807	688	0.8525	0.5342	0.6568	0.6266	0.8293	0.183	0.2998	1.301
cosine	self	0.2	0.8019	0.55	1288	775	674	0.8697	0.5233	0.6534	0.6017	0.8486	0.1806	0.2978	1.288
cosine	self	0.2	0.8019	0.6	1288	746	658	0.882	0.5109	0.647	0.5792	0.8642	0.1781	0.2953	1.292
cosine	self	0.2	0.8019	0.65	1288	718	642	0.8942	0.4984	0.6401	0.5575	0.8762	0.1734	0.2894	1.295
cosine	self	0.2	0.8019	0.7	1288	677	621	0.9173	0.4821	0.6321	0.5256	0.8982	0.1679	0.283	1.284
cosine	self	0.2	0.8019	0.75	1288	655	609	0.9298	0.4728	0.6269	0.5085	0.9129	0.165	0.2795	1.282
cosine	self	0.2	0.8019	0.8	1288	624	595	0.9535	0.462	0.6224	0.4845	0.9365	0.161	0.2748	1.273
cosine	self	0.2	0.8019	0.85	1288	604	582	0.9636	0.4519	0.6152	0.4689	0.949	0.1575	0.2702	1.246
cosine	self	0.2	0.8019	0.9	1288	573	561	0.9791	0.4356	0.6029	0.4449	0.9636	0.1526	0.2634	1.247
cosine	self	0.25	0.8681	0.0	1288	966	945	0.9783	0.7337	0.8385	0.75	0.6183	0.2664	0.3724	5.994
cosine	self	0.25	0.8681	0.05	1288	966	916	0.9482	0.7112	0.8128	0.75	0.6679	0.253	0.367	3.602
cosine	self	0.25	0.8681	0.1	1288	962	856	0.8898	0.6646	0.7609	0.7469	0.7035	0.2352	0.3525	2.408
cosine	self	0.25	0.8681	0.15	1288	956	816	0.8536	0.6335	0.7273	0.7422	0.7137	0.2213	0.3378	1.971
cosine	self	0.25	0.8681	0.2	1288	943	789	0.8367	0.6126	0.7073	0.7321	0.7393	0.2137	0.3316	1.655
cosine	self	0.25	0.8681	0.25	1288	922	761	0.8254	0.5908	0.6887	0.7158	0.7515	0.2052	0.3224	1.504
cosine	self	0.25	0.8681	0.3	1288	894	739	0.8266	0.5738	0.6774	0.6941	0.7737	0.2002	0.318	1.406
cosine	self	0.25	0.8681	0.35	1288	868	726	0.8364	0.5637	0.6735	0.6739	0.8002	0.1978	0.3172	1.346
cosine	self	0.25	0.8681	0.4	1288	842	713	0.8468	0.5536	0.6695	0.6537	0.8145	0.194	0.3134	1.325
cosine	self	0.25	0.8681	0.45	1288	815	692	0.8491	0.5373	0.6581	0.6328	0.8281	0.1852	0.3027	1.289
cosine	self	0.25	0.8681	0.5	1288	771	674	0.8742	0.5233	0.6547	0.5986	0.8558	0.1794	0.2967	1.288
cosine	self	0.25	0.8681	0.55	1288	743	660	0.8883	0.5124	0.6499	0.5769	0.8717	0.177	0.2943	1.289
cosine	self	0.25	0.8681	0.6	1288	717	645	0.8996	0.5008	0.6434	0.5567	0.8831	0.1745	0.2915	1.292
cosine	self	0.25	0.8681	0.65	1288	690	629	0.9116	0.4884	0.636	0.5357	0.8951	0.1698	0.2855	1.295
cosine	self	0.25	0.8681	0.7	1288	654	610	0.9327	0.4736	0.6282	0.5078	0.9153	0.1648	0.2794	1.288
cosine	self	0.25	0.8681	0.75	1288	633	598	0.9447	0.4643	0.6226	0.4915	0.9297	0.1619	0.2758	1.285
cosine	self	0.25	0.8681	0.8	1288	604	584	0.9669	0.4534	0.6173	0.4689	0.9519	0.1579	0.2709	1.276
cosine	self	0.25	0.8681	0.85	1288	584	571	0.9777	0.4433	0.61	0.4534	0.9654	0.1544	0.2663	1.248
