metric	condition	nn_quantile	nn_threshold	floor	n_adjudicable	n_fired	n_correct	precision	recall	f1	coverage	mnxr_macro_precision	mnxr_macro_recall	mnxr_macro_f1	mnxr_mean_pred_size
euclidean	twin	0.8	21.9406	0.35	1288	241	227	0.9419	0.1762	0.2969	0.1871	0.9084	0.0617	0.1155	1.349
euclidean	twin	0.8	21.9406	0.4	1288	236	225	0.9534	0.1747	0.2953	0.1832	0.9283	0.0609	0.1143	1.322
euclidean	twin	0.8	21.9406	0.45	1288	232	222	0.9569	0.1724	0.2921	0.1801	0.9335	0.0605	0.1136	1.319
euclidean	twin	0.8	21.9406	0.5	1288	228	220	0.9649	0.1708	0.2902	0.177	0.9412	0.0601	0.1129	1.325
euclidean	twin	0.8	21.9406	0.55	1288	223	217	0.9731	0.1685	0.2872	0.1731	0.9488	0.0598	0.1125	1.327
euclidean	twin	0.8	21.9406	0.6	1288	217	213	0.9816	0.1654	0.2831	0.1685	0.9566	0.0577	0.1089	1.336
euclidean	twin	0.8	21.9406	0.65	1288	214	210	0.9813	0.163	0.2796	0.1661	0.9583	0.0566	0.1069	1.332
euclidean	twin	0.8	21.9406	0.7	1288	210	207	0.9857	0.1607	0.2764	0.163	0.9623	0.0558	0.1054	1.319
euclidean	twin	0.8	21.9406	0.75	1288	203	202	0.9951	0.1568	0.271	0.1576	0.9733	0.0545	0.1032	1.31
euclidean	twin	0.8	21.9406	0.8	1288	199	198	0.995	0.1537	0.2663	0.1545	0.9728	0.0531	0.1007	1.307
euclidean	twin	0.8	21.9406	0.85	1288	197	196	0.9949	0.1522	0.264	0.153	0.9725	0.0528	0.1002	1.31
euclidean	twin	0.8	21.9406	0.9	1288	192	192	1.0	0.1491	0.2595	0.1491	0.977	0.0522	0.0991	1.312
euclidean	twin	0.85	23.3451	0.0	1288	194	193	0.9948	0.1498	0.2605	0.1506	0.7758	0.0535	0.1001	3.572
euclidean	twin	0.85	23.3451	0.05	1288	194	191	0.9845	0.1483	0.2578	0.1506	0.8127	0.0523	0.0982	2.505
euclidean	twin	0.85	23.3451	0.1	1288	194	190	0.9794	0.1475	0.2564	0.1506	0.8375	0.0519	0.0977	1.964
euclidean	twin	0.85	23.3451	0.15	1288	194	185	0.9536	0.1436	0.2497	0.1506	0.8506	0.05	0.0945	1.68
euclidean	twin	0.85	23.3451	0.2	1288	192	180	0.9375	0.1398	0.2432	0.1491	0.8565	0.0489	0.0925	1.51
euclidean	twin	0.85	23.3451	0.25	1288	188	178	0.9468	0.1382	0.2412	0.146	0.8855	0.0483	0.0917	1.404
euclidean	twin	0.85	23.3451	0.3	1288	186	176	0.9462	0.1366	0.2388	0.1444	0.9023	0.048	0.0911	1.355
euclidean	twin	0.85	23.3451	0.35	1288	184	174	0.9457	0.1351	0.2364	0.1429	0.9072	0.0479	0.0909	1.326
euclidean	twin	0.85	23.3451	0.4	1288	180	173	0.9611	0.1343	0.2357	0.1398	0.9338	0.0479	0.091	1.294
euclidean	twin	0.85	23.3451	0.45	1288	178	171	0.9607	0.1328	0.2333	0.1382	0.9359	0.0477	0.0908	1.292
euclidean	twin	0.85	23.3451	0.5	1288	175	169	0.9657	0.1312	0.231	0.1359	0.9405	0.0473	0.09	1.297
euclidean	twin	0.85	23.3451	0.55	1288	171	166	0.9708	0.1289	0.2276	0.1328	0.9449	0.047	0.0896	1.304
euclidean	twin	0.85	23.3451	0.6	1288	165	162	0.9818	0.1258	0.223	0.1281	0.9551	0.0449	0.0858	1.315
euclidean	twin	0.85	23.3451	0.65	1288	164	161	0.9817	0.125	0.2218	0.1273	0.9548	0.0444	0.0848	1.311
euclidean	twin	0.85	23.3451	0.7	1288	163	160	0.9816	0.1242	0.2205	0.1266	0.9545	0.044	0.084	1.294
euclidean	twin	0.85	23.3451	0.75	1288	157	156	0.9936	0.1211	0.2159	0.1219	0.9687	0.0432	0.0827	1.287
euclidean	twin	0.85	23.3451	0.8	1288	153	152	0.9935	0.118	0.211	0.1188	0.9679	0.0419	0.0803	1.288
euclidean	twin	0.85	23.3451	0.85	1288	152	151	0.9934	0.1172	0.2097	0.118	0.9677	0.0418	0.0801	1.289
euclidean	twin	0.85	23.3451	0.9	1288	150	150	1.0	0.1165	0.2086	0.1165	0.9739	0.0416	0.0799	1.293
euclidean	twin	0.9	25.416	0.0	1288	129	128	0.9922	0.0994	0.1807	0.1002	0.803	0.0395	0.0754	2.992
euclidean	twin	0.9	25.416	0.05	1288	129	127	0.9845	0.0986	0.1793	0.1002	0.8342	0.039	0.0745	2.225
euclidean	twin	0.9	25.416	0.1	1288	129	126	0.9767	0.0978	0.1778	0.1002	0.8506	0.0388	0.0742	1.814
euclidean	twin	0.9	25.416	0.15	1288	129	122	0.9457	0.0947	0.1722	0.1002	0.8551	0.0374	0.0716	1.589
euclidean	twin	0.9	25.416	0.2	1288	128	119	0.9297	0.0924	0.1681	0.0994	0.8605	0.0364	0.0698	1.438
euclidean	twin	0.9	25.416	0.25	1288	125	118	0.944	0.0916	0.167	0.097	0.8967	0.0363	0.0697	1.352
euclidean	twin	0.9	25.416	0.3	1288	124	117	0.9435	0.0908	0.1657	0.0963	0.9093	0.0362	0.0696	1.331
euclidean	twin	0.9	25.416	0.35	1288	123	116	0.9431	0.0901	0.1644	0.0955	0.9085	0.0361	0.0695	1.325
euclidean	twin	0.9	25.416	0.4	1288	123	116	0.9431	0.0901	0.1644	0.0955	0.9167	0.0361	0.0695	1.309
euclidean	twin	0.9	25.416	0.45	1288	122	116	0.9508	0.0901	0.1645	0.0947	0.9242	0.0361	0.0695	1.311
euclidean	twin	0.9	25.416	0.5	1288	120	114	0.95	0.0885	0.1619	0.0932	0.9229	0.0357	0.0687	1.317
euclidean	twin	0.9	25.416	0.55	1288	118	113	0.9576	0.0877	0.1607	0.0916	0.9301	0.0356	0.0685	1.322
