name,n,E_max,E_min,E_p50,E_p90,E_p99,spread,auroc,p100,p500,single_top100,multichannel_top100,watch_rank,watch_E
belief (current),7974,33.45971493797233,0.00041142478585243225,0.045454545454545456,0.5349999999999996,2.0,81326.44431872778,0.7621726264683882,0.49,0.522,0.25,0.63,6,12.278684380650521
