name,n,E_max,E_min,E_p50,E_p90,E_p99,spread,auroc,p100,p500,single_top100,multichannel_top100,watch_rank,watch_E
belief (current),7974,0.9999999999998641,0.04750021453199761,0.05552725136141365,0.12956870755446365,0.49456093453545424,21.052536495940103,0.7709532165589899,0.66,0.616,0.0,0.93,881,0.11920292202211755
